"disease","subregion","activity_type","Counts","lower_bound","upper_bound"
"Measles","Eastern and Southern Europe","campaign",1,-4.007,-3.981
"Cholera","Northern Africa and Western Asia","campaign",2,-4.005,-3.975
"Cholera","Latin America and the Caribbean","campaign",1,-4.002,-3.976
"JE","Eastern and South-Eastern Asia","campaign",3,-3.997,-3.973
"JE","Oceania","campaign",19,-3.997,-3.977
"Cholera","Central and Southern Asia","campaign",1,-3.991,-3.971
"Measles","Eastern and Southern Europe","campaign",1,-3.981,-3.956
"Typhoid","Eastern and Southern Europe","routine",2,-3.98,-3.95
"JE","Oceania","campaign",12,-3.977,-3.957
"Cholera","Latin America and the Caribbean","campaign",1,-3.976,-3.95
"JE","Eastern and South-Eastern Asia","campaign",13,-3.973,-3.95
"Cholera","Central and Southern Asia","campaign",1,-3.971,-3.951
"Typhoid","Eastern and Southern Europe","campaign",2,-3.96,-3.936
"JE","Oceania","campaign",22,-3.957,-3.938
"Cholera","Central and Southern Asia","campaign",1,-3.951,-3.931
"JE","Eastern and South-Eastern Asia","campaign",10,-3.95,-3.926
"JE","Oceania","campaign",26,-3.938,-3.918
"Cholera","Central and Southern Asia","campaign",2,-3.931,-3.911
"Cholera","Northern Africa and Western Asia","campaign",1,-3.926,-3.901
"JE","Eastern and South-Eastern Asia","campaign",6,-3.926,-3.902
"Typhoid","Eastern and Southern Europe","routine",3,-3.921,-3.891
"JE","Oceania","campaign",7,-3.918,-3.899
"Measles","Eastern and Southern Europe","campaign",1,-3.906,-3.881
"JE","Eastern and South-Eastern Asia","campaign",9,-3.902,-3.878
"JE","Oceania","campaign",27,-3.899,-3.879
"Typhoid","Eastern and Southern Europe","routine",11,-3.891,-3.861
"Typhoid","Eastern and Southern Europe","campaign",2,-3.887,-3.863
"JE","Oceania","campaign",14,-3.879,-3.859
"JE","Eastern and South-Eastern Asia","campaign",10,-3.878,-3.855
"Typhoid","Eastern and Southern Europe","campaign",2,-3.863,-3.839
"Typhoid","Eastern and Southern Europe","routine",7,-3.861,-3.832
"JE","Oceania","campaign",17,-3.859,-3.84
"JE","Eastern and South-Eastern Asia","campaign",14,-3.855,-3.831
"Cholera","Northern Africa and Western Asia","campaign",1,-3.851,-3.827
"JE","Oceania","campaign",7,-3.84,-3.82
"Typhoid","Eastern and Southern Europe","routine",2,-3.832,-3.802
"JE","Eastern and South-Eastern Asia","campaign",8,-3.831,-3.807
"JE","Oceania","campaign",2,-3.82,-3.8
"Rubella","Middle Africa","campaign",1,-3.815,-3.787
"Typhoid","Eastern and Southern Europe","campaign",3,-3.815,-3.79
"JE","Eastern and South-Eastern Asia","campaign",11,-3.807,-3.784
"Measles","Eastern and Southern Europe","campaign",1,-3.805,-3.78
"Typhoid","Eastern and Southern Europe","routine",5,-3.802,-3.773
"JE","Oceania","campaign",9,-3.8,-3.781
"Cholera","Central and Southern Asia","campaign",1,-3.791,-3.771
"Typhoid","Eastern and Southern Europe","campaign",7,-3.79,-3.766
"JE","Eastern and South-Eastern Asia","campaign",17,-3.784,-3.76
"Typhoid","Eastern and Southern Europe","routine",5,-3.773,-3.743
"JE","Oceania","campaign",10,-3.761,-3.742
"JE","Eastern and South-Eastern Asia","campaign",23,-3.76,-3.736
"Cholera","Central and Southern Asia","campaign",1,-3.751,-3.731
"JE","Oceania","campaign",6,-3.742,-3.722
"JE","Eastern and South-Eastern Asia","campaign",16,-3.736,-3.712
"Cholera","Northern Africa and Western Asia","campaign",1,-3.728,-3.703
"Rubella","Oceania","routine",1,-3.728,-3.706
"JE","Oceania","campaign",6,-3.722,-3.702
"JE","Eastern and South-Eastern Asia","campaign",13,-3.712,-3.689
"Cholera","Central and Southern Asia","campaign",1,-3.71,-3.69
"Cholera","Northern Africa and Western Asia","campaign",1,-3.703,-3.678
"Cholera","Central and Southern Asia","campaign",1,-3.69,-3.67
"JE","Eastern and South-Eastern Asia","campaign",23,-3.689,-3.665
"JE","Oceania","campaign",3,-3.683,-3.663
"Typhoid","Eastern and Southern Europe","campaign",1,-3.669,-3.645
"JE","Eastern and South-Eastern Asia","campaign",13,-3.665,-3.641
"JE","Oceania","campaign",4,-3.663,-3.644
"Typhoid","Eastern and Southern Europe","routine",8,-3.655,-3.625
"Cholera","Northern Africa and Western Asia","campaign",2,-3.653,-3.629
"JE","Eastern and South-Eastern Asia","campaign",8,-3.641,-3.618
"JE","Central and Southern Asia","campaign",1,-3.634,-3.619
"Rubella","Oceania","routine",1,-3.634,-3.615
"Cholera","Central and Southern Asia","campaign",1,-3.63,-3.61
"Measles","Eastern and Southern Europe","campaign",1,-3.629,-3.604
"Typhoid","Eastern and Southern Europe","routine",4,-3.625,-3.596
"JE","Oceania","campaign",1,-3.624,-3.604
"JE","Eastern and South-Eastern Asia","campaign",13,-3.618,-3.594
"Cholera","Western Africa","campaign",1,-3.61,-3.592
"Cholera","Central and Southern Asia","campaign",2,-3.61,-3.59
"Measles","Southern Africa","campaign",1,-3.608,-3.586
"JE","Central and Southern Asia","campaign",1,-3.606,-3.592
"JE","Oceania","campaign",5,-3.604,-3.585
"Typhoid","Eastern and Southern Europe","routine",4,-3.596,-3.566
"JE","Eastern and South-Eastern Asia","campaign",7,-3.594,-3.57
"JE","Central and Southern Asia","campaign",2,-3.592,-3.579
"Rubella","Central and Southern Asia","campaign",1,-3.582,-3.56
"Cholera","Northern Africa and Western Asia","campaign",1,-3.579,-3.554
"JE","Central and Southern Asia","campaign",3,-3.579,-3.566
"Rubella","Oceania","routine",1,-3.579,-3.561
"Cholera","Central and Southern Asia","campaign",1,-3.57,-3.55
"JE","Eastern and South-Eastern Asia","campaign",11,-3.57,-3.546
"Measles","Eastern and Southern Europe","campaign",1,-3.554,-3.528
"JE","Central and Southern Asia","campaign",5,-3.553,-3.54
"Rubella","Middle Africa","campaign",1,-3.553,-3.53
"Cholera","Western Africa","campaign",1,-3.547,-3.531
"JE","Eastern and South-Eastern Asia","campaign",5,-3.546,-3.523
"Measles","Southern Africa","campaign",1,-3.543,-3.521
"Rubella","Oceania","routine",1,-3.543,-3.525
"JE","Central and Southern Asia","campaign",3,-3.54,-3.527
"Typhoid","Eastern and Southern Europe","routine",3,-3.537,-3.507
"JE","Central and Southern Asia","campaign",4,-3.527,-3.514
"Rubella","Central and Southern Asia","campaign",1,-3.525,-3.507
"Rubella","Oceania","routine",1,-3.525,-3.507
"Typhoid","Eastern and Southern Europe","campaign",2,-3.524,-3.499
"JE","Eastern and South-Eastern Asia","campaign",9,-3.523,-3.499
"Measles","Southern Africa","campaign",1,-3.521,-3.5
"JE","Central and Southern Asia","campaign",2,-3.514,-3.501
"Cholera","Central and Southern Asia","campaign",1,-3.51,-3.49
"Rubella","Oceania","routine",4,-3.507,-3.489
"JE","Central and Southern Asia","campaign",3,-3.501,-3.487
"JE","Eastern and South-Eastern Asia","campaign",3,-3.499,-3.475
"Cholera","Central and Southern Asia","campaign",2,-3.49,-3.47
"JE","Central and Southern Asia","campaign",3,-3.487,-3.474
"Typhoid","Eastern and Southern Europe","campaign",4,-3.475,-3.451
"JE","Central and Southern Asia","campaign",7,-3.474,-3.461
"Rubella","Oceania","routine",1,-3.471,-3.453
"JE","Oceania","campaign",2,-3.467,-3.448
"JE","Central and Southern Asia","campaign",2,-3.461,-3.448
"Cholera","Latin America and the Caribbean","campaign",1,-3.454,-3.427
"Rubella","Oceania","routine",2,-3.453,-3.434
"JE","Eastern and South-Eastern Asia","campaign",2,-3.452,-3.428
"JE","Central and Southern Asia","campaign",6,-3.448,-3.435
"Typhoid","Eastern and Southern Europe","routine",2,-3.448,-3.419
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.442,-3.424
"Cholera","Western Africa","campaign",1,-3.44,-3.425
"JE","Central and Southern Asia","campaign",5,-3.435,-3.422
"Cholera","Central and Southern Asia","campaign",1,-3.43,-3.41
"JE","Eastern and South-Eastern Asia","campaign",1,-3.428,-3.404
"Typhoid","Eastern and Southern Europe","campaign",6,-3.427,-3.403
"JE","Central and Southern Asia","campaign",4,-3.422,-3.409
"Typhoid","Eastern and Southern Europe","routine",9,-3.419,-3.389
"Rubella","Oceania","routine",1,-3.416,-3.398
"Cholera","Central and Southern Asia","campaign",2,-3.41,-3.39
"JE","Central and Southern Asia","campaign",4,-3.409,-3.396
"JE","Eastern and South-Eastern Asia","campaign",2,-3.404,-3.381
"Typhoid","Eastern and Southern Europe","campaign",11,-3.403,-3.378
"Rubella","Oceania","routine",1,-3.398,-3.38
"JE","Central and Southern Asia","campaign",5,-3.396,-3.382
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.394,-3.379
"Typhoid","Eastern and Southern Europe","routine",6,-3.389,-3.36
"JE","Central and Southern Asia","campaign",2,-3.382,-3.369
"JE","Eastern and South-Eastern Asia","campaign",1,-3.381,-3.357
"Cholera","Western Africa","campaign",1,-3.38,-3.364
"Rubella","Oceania","routine",1,-3.38,-3.362
"Cholera","Central and Southern Asia","campaign",2,-3.37,-3.35
"JE","Central and Southern Asia","campaign",4,-3.369,-3.356
"Cholera","Western Africa","campaign",1,-3.364,-3.349
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.364,-3.349
"Typhoid","Eastern and Southern Europe","routine",10,-3.36,-3.33
"JE","Eastern and South-Eastern Asia","campaign",1,-3.357,-3.333
"JE","Central and Southern Asia","campaign",2,-3.356,-3.343
"Typhoid","Eastern and Southern Europe","campaign",2,-3.354,-3.33
"Cholera","Western Africa","campaign",1,-3.349,-3.334
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.349,-3.334
"Rubella","Oceania","routine",1,-3.344,-3.326
"Typhoid","Northern Africa and Western Asia","routine",1,-3.344,-3.312
"JE","Central and Southern Asia","campaign",2,-3.343,-3.33
"COVID-19","Middle Africa","routine",1,-3.33,-3.313
"JE","Central and Southern Asia","campaign",3,-3.33,-3.317
"Typhoid","Eastern and Southern Europe","campaign",3,-3.33,-3.306
"Typhoid","Eastern and Southern Europe","routine",4,-3.33,-3.3
"Rubella","Oceania","routine",1,-3.326,-3.308
"Cholera","Latin America and the Caribbean","campaign",1,-3.323,-3.297
"JE","Central and Southern Asia","campaign",2,-3.317,-3.304
"Rubella","Oceania","routine",1,-3.308,-3.29
"Typhoid","Eastern and Southern Europe","campaign",7,-3.306,-3.281
"JE","Central and Southern Asia","campaign",3,-3.304,-3.291
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.304,-3.289
"JE","Central and Southern Asia","campaign",1,-3.291,-3.277
"Cholera","Western Africa","campaign",1,-3.289,-3.273
"Cholera","Northern Africa and Western Asia","campaign",1,-3.282,-3.257
"Typhoid","Eastern and Southern Europe","campaign",7,-3.281,-3.257
"JE","Central and Southern Asia","campaign",3,-3.277,-3.264
"Rubella","Middle Africa","campaign",1,-3.273,-3.249
"COVID-19","Middle Africa","routine",1,-3.272,-3.258
"Typhoid","Eastern and Southern Europe","routine",2,-3.271,-3.241
"COVID-19","Eastern and Southern Europe","routine",1,-3.266,-3.248
"JE","Central and Southern Asia","campaign",2,-3.264,-3.251
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.259,-3.244
"Cholera","Northern Africa and Western Asia","campaign",1,-3.257,-3.232
"Typhoid","Eastern and Southern Europe","campaign",3,-3.257,-3.233
"Rubella","Oceania","routine",1,-3.254,-3.235
"JE","Central and Southern Asia","campaign",4,-3.251,-3.238
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.244,-3.229
"Cholera","Western Africa","campaign",2,-3.243,-3.228
"Typhoid","Eastern and Southern Europe","routine",2,-3.241,-3.212
"JE","Central and Southern Asia","campaign",1,-3.238,-3.225
"Cholera","Northern Africa and Western Asia","campaign",1,-3.232,-3.208
"Cholera","Central and Southern Asia","campaign",1,-3.23,-3.21
"Rubella","Middle Africa","campaign",1,-3.226,-3.203
"JE","Central and Southern Asia","campaign",2,-3.225,-3.212
"Cholera","Latin America and the Caribbean","campaign",2,-3.218,-3.192
"Rubella","Oceania","routine",1,-3.217,-3.199
"JE","Central and Southern Asia","campaign",3,-3.212,-3.199
"Typhoid","Eastern and Southern Europe","routine",2,-3.212,-3.182
"Cholera","Central and Southern Asia","campaign",1,-3.21,-3.19
"Typhoid","Eastern and Southern Europe","campaign",2,-3.209,-3.184
"Cholera","Eastern Africa","campaign",2,-3.204,-3.187
"COVID-19","Middle Africa","routine",1,-3.203,-3.189
"Measles","Eastern and Southern Europe","campaign",1,-3.201,-3.176
"JE","Central and Southern Asia","campaign",4,-3.199,-3.185
"Rubella","Oceania","routine",2,-3.199,-3.181
"JE","Central and Southern Asia","campaign",2,-3.185,-3.172
"Rubella","Eastern and Southern Europe","campaign",2,-3.184,-3.164
"Typhoid","Eastern and Southern Europe","routine",2,-3.182,-3.153
"Rubella","Oceania","routine",1,-3.181,-3.163
"Rubella","Middle Africa","campaign",1,-3.179,-3.156
"JE","Central and Southern Asia","campaign",3,-3.172,-3.159
"Cholera","Central and Southern Asia","campaign",2,-3.17,-3.15
"Cholera","Latin America and the Caribbean","campaign",1,-3.166,-3.14
"Rubella","Oceania","routine",1,-3.163,-3.145
"COVID-19","Middle Africa","routine",1,-3.161,-3.148
"Typhoid","Eastern and Southern Europe","campaign",4,-3.16,-3.136
"JE","Central and Southern Asia","campaign",1,-3.159,-3.146
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.154,-3.139
"Typhoid","Eastern and Southern Europe","routine",6,-3.153,-3.123
"Cholera","Western Africa","campaign",2,-3.152,-3.137
"JE","Central and Southern Asia","campaign",7,-3.146,-3.133
"Typhoid","Eastern and Southern Europe","campaign",4,-3.136,-3.112
"Cholera","Northern Africa and Western Asia","campaign",2,-3.133,-3.108
"JE","Central and Southern Asia","campaign",1,-3.133,-3.12
"Rubella","Middle Africa","campaign",1,-3.133,-3.109
"Cholera","Central and Southern Asia","campaign",1,-3.13,-3.11
"Rubella","Southern Africa","routine",1,-3.127,-3.107
"Typhoid","Eastern and Southern Europe","routine",4,-3.123,-3.094
"JE","Central and Southern Asia","campaign",1,-3.12,-3.107
"Rubella","Middle Africa","routine",1,-3.112,-3.09
"Typhoid","Eastern and Southern Europe","campaign",4,-3.112,-3.087
"Cholera","Central and Southern Asia","campaign",1,-3.11,-3.09
"Rubella","Middle Africa","campaign",1,-3.109,-3.086
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.109,-3.094
"Rubella","Oceania","routine",1,-3.109,-3.091
"JE","Central and Southern Asia","campaign",4,-3.107,-3.094
"Cholera","Western Africa","campaign",1,-3.106,-3.091
"Rubella","Southern Africa","campaign",1,-3.096,-3.073
"JE","Central and Southern Asia","campaign",2,-3.094,-3.08
"Typhoid","Eastern and Southern Europe","routine",8,-3.094,-3.064
"Rubella","Southern Africa","routine",1,-3.091,-3.074
"Cholera","Central and Southern Asia","campaign",1,-3.09,-3.07
"Cholera","Eastern Africa","campaign",1,-3.088,-3.074
"Typhoid","Eastern and Southern Europe","campaign",2,-3.087,-3.063
"COVID-19","Western Africa","routine",1,-3.084,-3.07
"JE","Central and Southern Asia","campaign",5,-3.08,-3.067
"Rubella","Eastern and South-Eastern Asia","routine",2,-3.079,-3.064
"Cholera","Western Africa","campaign",1,-3.076,-3.061
"Cholera","Eastern Africa","campaign",2,-3.074,-3.06
"JE","Central and Southern Asia","campaign",2,-3.067,-3.054
"Typhoid","Eastern and Southern Europe","routine",7,-3.064,-3.035
"Cholera","Latin America and the Caribbean","campaign",4,-3.062,-3.035
"Cholera","Western Africa","campaign",3,-3.061,-3.046
"Rubella","Southern Africa","routine",1,-3.058,-3.041
"Typhoid","Southern Africa","campaign",1,-3.055,-3.032
"JE","Central and Southern Asia","campaign",4,-3.054,-3.041
"Rubella","Oceania","routine",2,-3.054,-3.036
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.049,-3.034
"Cholera","Western Africa","campaign",1,-3.046,-3.031
"JE","Central and Southern Asia","campaign",5,-3.041,-3.028
"Rubella","Southern Africa","campaign",1,-3.036,-3.017
"Rubella","Oceania","routine",1,-3.036,-3.018
"Rubella","Middle Africa","routine",1,-3.035,-3.016
"Cholera","Eastern Africa","campaign",1,-3.032,-3.018
"Cholera","Western Africa","campaign",2,-3.031,-3.015
"Cholera","Central and Southern Asia","campaign",2,-3.03,-3.01
"JE","Central and Southern Asia","campaign",4,-3.028,-3.015
"COVID-19","Middle Africa","routine",2,-3.023,-3.01
"Rubella","Eastern and South-Eastern Asia","routine",1,-3.019,-3.004
"Rubella","Oceania","routine",2,-3.018,-3
"JE","Central and Southern Asia","campaign",8,-3.015,-3.002
"Typhoid","Eastern and Southern Europe","campaign",12,-3.015,-2.99
"Rubella","Central and Southern Asia","routine",1,-3.012,-2.994
"Cholera","Latin America and the Caribbean","campaign",3,-3.009,-2.983
"Typhoid","Eastern and Southern Europe","routine",11,-3.005,-2.976
"JE","Central and Southern Asia","campaign",3,-3.002,-2.989
"Measles","Eastern and Southern Europe","campaign",1,-3,-2.975
"Rubella","Middle Africa","routine",2,-2.998,-2.98
"COVID-19","Middle Africa","routine",1,-2.996,-2.982
"COVID-19","Eastern and Southern Europe","routine",1,-2.996,-2.981
"Malaria","Northern Africa and Western Asia","routine",1,-2.995,-2.969
"Rubella","Central and Southern Asia","routine",1,-2.994,-2.979
"COVID-19","Southern Africa","routine",6,-2.99,-2.972
"Cholera","Central and Southern Asia","campaign",3,-2.99,-2.97
"Cholera","Eastern Africa","campaign",1,-2.989,-2.975
"JE","Central and Southern Asia","campaign",6,-2.989,-2.975
"Typhoid","Central and Southern Asia","routine",1,-2.986,-2.968
"Cholera","Western Africa","campaign",1,-2.985,-2.97
"Cholera","Latin America and the Caribbean","campaign",3,-2.983,-2.957
"Rubella","Southern Africa","campaign",1,-2.98,-2.961
"JE","Oceania","campaign",3,-2.977,-2.957
"Typhoid","Eastern and Southern Europe","routine",7,-2.976,-2.946
"Cholera","Eastern Africa","campaign",1,-2.975,-2.961
"JE","Central and Southern Asia","campaign",5,-2.975,-2.962
"Rubella","Eastern and South-Eastern Asia","routine",1,-2.974,-2.959
"Cholera","Western Africa","campaign",1,-2.97,-2.955
"Typhoid","Eastern and Southern Europe","campaign",3,-2.966,-2.942
"Rubella","Central and Southern Asia","routine",2,-2.964,-2.949
"Rubella","Oceania","routine",2,-2.964,-2.946
"JE","Central and Southern Asia","campaign",3,-2.962,-2.949
"Rubella","Eastern and South-Eastern Asia","routine",1,-2.959,-2.944
"Cholera","Latin America and the Caribbean","campaign",3,-2.957,-2.931
"Rubella","Northern Africa and Western Asia","campaign",1,-2.953,-2.936
"Typhoid","Northern Africa and Western Asia","campaign",1,-2.953,-2.932
"Cholera","Central and Southern Asia","campaign",2,-2.95,-2.93
"Measles","Eastern and Southern Europe","campaign",1,-2.95,-2.924
"JE","Central and Southern Asia","campaign",6,-2.949,-2.936
"Cholera","Eastern Africa","campaign",2,-2.947,-2.933
"Rubella","Oceania","routine",2,-2.946,-2.928
"Typhoid","Eastern and Southern Europe","campaign",2,-2.942,-2.918
"COVID-19","Middle Africa","routine",2,-2.941,-2.927
"Cholera","Western Africa","campaign",3,-2.939,-2.924
"Typhoid","Central and Southern Asia","routine",1,-2.938,-2.923
"JE","Central and Southern Asia","campaign",6,-2.936,-2.923
"Cholera","Latin America and the Caribbean","campaign",3,-2.931,-2.905
"Cholera","Central and Southern Asia","campaign",2,-2.93,-2.91
"Rubella","Eastern and South-Eastern Asia","routine",2,-2.929,-2.914
"Cholera","Western Africa","campaign",1,-2.924,-2.909
"Rubella","Southern Africa","campaign",1,-2.924,-2.905
"Rubella","Central and Southern Asia","campaign",1,-2.924,-2.907
"JE","Central and Southern Asia","campaign",3,-2.923,-2.91
"Rubella","Middle Africa","campaign",3,-2.923,-2.899
"Cholera","Central and Southern Asia","campaign",1,-2.91,-2.89
"JE","Central and Southern Asia","campaign",6,-2.91,-2.897
"Cholera","Latin America and the Caribbean","campaign",1,-2.905,-2.879
"COVID-19","Western Africa","routine",2,-2.903,-2.892
"COVID-19","Middle Africa","routine",1,-2.899,-2.886
"Measles","Eastern and Southern Europe","campaign",1,-2.899,-2.874
"JE","Central and Southern Asia","campaign",5,-2.897,-2.884
"Typhoid","Eastern and Southern Europe","campaign",7,-2.894,-2.869
"Cholera","Central and Southern Asia","campaign",1,-2.89,-2.87
"Rubella","Central and Southern Asia","routine",1,-2.889,-2.874
"Typhoid","Eastern and Southern Europe","routine",9,-2.887,-2.858
"JE","Central and Southern Asia","campaign",6,-2.884,-2.87
"Rubella","Eastern and South-Eastern Asia","routine",3,-2.884,-2.869
"COVID-19","Western Africa","routine",1,-2.881,-2.869
"YF","Eastern Africa","campaign",2,-2.88,-2.862
"Cholera","Western Africa","campaign",3,-2.879,-2.864
"Cholera","Latin America and the Caribbean","campaign",2,-2.879,-2.852
"Rubella","Middle Africa","campaign",1,-2.876,-2.853
"Rubella","Oceania","routine",1,-2.873,-2.855
"Cholera","Central and Southern Asia","campaign",1,-2.87,-2.85
"JE","Central and Southern Asia","campaign",5,-2.87,-2.857
"Rubella","Middle Africa","routine",1,-2.87,-2.852
"Typhoid","Eastern and Southern Europe","campaign",1,-2.869,-2.845
"Cholera","Western Africa","campaign",1,-2.864,-2.848
"YF","Eastern Africa","campaign",1,-2.862,-2.848
"COVID-19","Middle Africa","routine",2,-2.858,-2.844
"Typhoid","Eastern and Southern Europe","routine",8,-2.858,-2.828
"JE","Central and Southern Asia","campaign",3,-2.857,-2.844
"Rubella","Oceania","routine",1,-2.855,-2.837
